student_dir,opponent,games_won,num_ties,student_stacks,opponent_stacks,points_earned
b11901016,baseline2,3,0,4410,1588.9375,5
b11901016,baseline3,3,0,3060,2938.625,5
b11901016,baseline4,2,0,4625.0,5353.608016698874,3.0
b11901016,baseline5,3,0,6210,3790,5
b11901016,baseline6,3,0,4203.0,1796.3333333333335,5
b11901016,baseline7,2,0,5129,4871,3.0
b11901016,strong1,3,0,4020,1980,2
b11901016,strong2,2,0,3331,6668.0,0
b11901016,strong3,3,0,3380,4620,2
b11901016,strong4,3,0,3088,2896.8514937500004,2
b11901016,strong5,1,0,2676.008,7319.0,0
b10507008,baseline1,3,0,4172,5825.4375,5
b10507008,baseline2,3,0,4683,3316.5,5
b10507008,baseline3,3,0,3510,2490,5
b10507008,baseline4,1,0,1547,8446.470303030303,1.5
b10507008,baseline5,3,0,5688,4312,5
b10507008,baseline6,1,0,2237,7759.0,1.5
b10507008,baseline7,2,0,4440,5560,3.0
b10507008,strong1,3,0,5499,501,2
b10507008,strong2,2,0,4951,5049,0
b10507008,strong3,3,0,4688,1312,2
b10507008,strong4,3,0,3177,2809.778,2
b10507008,strong5,2,0,4680,5320,0
b11902113,baseline1,2,0,2890.0,7110.0,3.0
b11902113,baseline2,3,0,6665.0,3335.0,5
b11902113,baseline3,2,0,3341.0,6658.25,3.0
b11902113,baseline4,2,0,4817.0,5175.380894288258,3.0
b11902113,baseline5,2,0,4047.0,5951.073281747838,3.0
b11902113,baseline6,3,0,5131.0,2868.3333333333335,5
b11902113,baseline7,1,0,3998,6002,1.5
b11902113,strong1,3,0,5698,4302,2
b11902113,strong2,3,0,6965.0,1035.0,2
b11902113,strong3,3,0,4210,1790,2
b11902113,strong4,3,0,3258.721024,2727.4424017777783,2
b11902113,strong5,0,0,1580.8466666666668,8419.0,0
b10902078,baseline1,3,0,3770,2228.625,5
b10902078,baseline2,3,0,4770.0,3230.0,5
b10902078,baseline3,3,0,3974.5,2024.5,5
b10902078,baseline4,2,0,4706.96,5283.942492360284,3.0
b10902078,baseline5,2,2,4416.18798361402,5583.18798361402,3.0
b10902078,baseline6,3,0,4044.4444444444443,3955.4444444444443,5
b10902078,baseline7,2,0,5392,4608,3.0
b10902078,strong1,3,0,4555,1445,2
b10902078,strong2,0,0,4467,5533,0
b10902078,strong3,3,0,4010,1990,2
b10902078,strong4,3,0,3652.3363377777778,4333.433822907307,2
b10902078,strong5,3,0,7020,2980,2
b10902057,baseline1,3,0,6000,4000,5
b10902057,baseline2,3,0,6000,4000,5
b10902057,baseline3,1,0,2915,7085,1.5
b10902057,baseline4,1,0,2000,8000.0,1.5
b10902057,baseline5,2,0,4605,5395,3.0
b10902057,baseline6,2,0,4000,6000,3.0
b10902057,baseline7,3,0,6560,3440,5
b10902057,strong1,3,0,6000,0,2
b10902057,strong2,3,0,6430,3570,2
b10902057,strong3,3,0,6000,4000,2
b10902057,strong4,1,0,3982,6008.0,0
b10902057,strong5,3,0,6460,3540,2
t12902105,baseline1,2,0,4223.15,5775.5,3.0
t12902105,baseline2,1,0,3660.5625,6337.5625,1.5
t12902105,baseline3,1,0,4160.928125,5834.953125,1.5
t12902105,baseline4,0,0,1631.0994584574905,8352.23541047361,0.0
t12902105,baseline5,0,0,4545.771051433775,5452.771051433775,0.0
t12902105,baseline6,0,0,3970.3333333333335,6027.333333333332,0.0
t12902105,baseline7,1,0,4578,5422,1.5
t12902105,strong1,0,0,3181,6819,0
t12902105,strong2,0,0,4578.0,5422.0,0
t12902105,strong3,3,0,3275,4725,2
t12902105,strong4,0,0,2162.7351883255824,7831.7351883255815,0
t12902105,strong5,2,0,4965.0,5035.0,0
b11705031,baseline1,3,0,3535.285,2463.285,5
b11705031,baseline2,3,0,3673.2063500000004,2325.7915,5
b11705031,baseline3,3,0,4047.3968759254503,3942.0375,5
b11705031,baseline4,3,0,4921.4804083079525,3059.1548298061984,5
b11705031,baseline5,2,0,4876.31232428573,5102.751169969748,3.0
b11705031,baseline6,0,0,2330.194177657105,7629.475430850188,0.0
b11705031,baseline7,2,0,5295.5505,4699.0,3.0
b11705031,strong1,1,0,4600.76020705,5385.02978,0
b11705031,strong2,1,0,4456.897249400507,5520.68981823595,0
b11705031,strong3,3,0,3620.253337983986,6370.0,2
b11705031,strong4,1,0,3698.3720426633336,6288.965640800001,0
b11705031,strong5,0,0,3756.86626447095,6222.83087605,0
b09201009,baseline1,0,0,4250,5750,0.0
b09201009,baseline2,0,0,4550,5450,0.0
b09201009,baseline3,0,0,4580,5420,0.0
b09201009,baseline4,0,0,4270,5722.36,0.0
b09201009,baseline5,0,0,4143,5857,0.0
b09201009,baseline6,0,0,4460,5539.666666666666,0.0
b09201009,baseline7,0,0,4625,5375,0.0
b09201009,strong1,0,3,4965,5035,0
b09201009,strong2,0,0,4760,5240,0
b09201009,strong3,0,4,4910,5090,0
b09201009,strong4,0,0,4561.196666666667,5432.968251666667,0
b09201009,strong5,0,0,4580,5419.191666666667,0
b09902057,baseline1,2,0,4401.375,5589.5,3.0
b09902057,baseline2,1,0,4615.25,5382.25,1.5
b09902057,baseline3,2,0,4399.0,5601.0,3.0
b09902057,baseline4,1,0,4012.687904038239,5965.239888504128,1.5
b09902057,baseline5,0,0,4518,5482,0.0
b09902057,baseline6,3,0,6996.666666666666,1000.3999999999999,5
b09902057,baseline7,1,0,5080,4920,1.5
b09902057,strong1,3,0,6179,1816,2
b09902057,strong2,1,0,5528.0,4472.0,0
b09902057,strong3,3,0,4075,3925,2
b09902057,strong4,3,0,4839.679984675141,5135.6157805306775,2
b09902057,strong5,1,0,4260.0,5738.5233333333335,0
b09701214,baseline1,1,0,2111.4375,7878.40625,1.5
b09701214,baseline2,3,0,6819.5,3179.25,5
b09701214,baseline3,3,0,5645.4375,2350.0,5
b09701214,baseline4,1,0,2978.939393939394,7013.916259581976,1.5
b09701214,baseline5,0,0,3778.146335912609,6220.146335912609,0.0
b09701214,baseline6,2,0,4827.0,5171.0,3.0
b09701214,baseline7,0,0,2627,7373,0.0
b09701214,strong1,0,0,2728,7272,0
b09701214,strong2,0,0,1688,8312,0
b09701214,strong3,3,0,3799,4201,2
b09701214,strong4,0,0,2626.045824397849,7362.061990319295,0
b09701214,strong5,1,0,2865.0,7135.0,0
b10b01041,baseline1,3,0,3435.63858665726,2559.754849773769,5
b10b01041,baseline2,2,0,4914.581925637254,5076.1638966810215,3.0
b10b01041,baseline3,3,0,3913.3250145360926,2074.819843002675,5
b10b01041,baseline4,1,0,4967.4311227297285,5002.651262302562,1.5
b10b01041,baseline5,0,0,4340.800080293724,5647.2588424353235,0.0
b10b01041,baseline6,3,0,4571.704656547063,3421.191423817712,5
b10b01041,baseline7,0,0,2897.983534566514,7084.0,0.0
b10b01041,strong1,1,0,3956.116551142888,6023.3799574677905,0
b10b01041,strong2,2,0,4935.687611945008,5041.505401292416,0
b10b01041,strong3,3,0,4542.890030543043,3450.2111009636583,2
b10b01041,strong4,3,0,3717.159926790737,4259.746229340597,2
b10b01041,strong5,0,0,3886.2398629283634,6086.758856916427,0
b11902155,baseline1,3,0,3225.0,2769.677734375,5
b11902155,baseline2,3,0,4471.75,3527.0,5
b11902155,baseline3,3,0,3632.75,2365.6875,5
b11902155,baseline4,2,0,4752.123518470679,5241.177516866738,3.0
b11902155,baseline5,3,0,3205,2795,5
b11902155,baseline6,2,0,5158.111111111111,4841.111111111111,3.0
b11902155,baseline7,2,0,6185,3815,3.0
b11902155,strong1,3,0,6430,3570,2
b11902155,strong2,3,0,3742.0,2258.0,2
b11902155,strong3,3,0,3665,4335,2
b11902155,strong4,3,0,3532.3369115911114,4456.60793693861,2
b11902155,strong5,1,0,4415,5585,0
b10902102,baseline1,3,0,4675.1623285191035,3319.443338625284,5
b10902102,baseline2,2,0,5132.345832965732,4858.041656384226,3.0
b10902102,baseline3,1,0,4470.6695465911835,5521.9375,1.5
b10902102,baseline4,1,0,3838.8490297724315,6134.088778052857,1.5
b10902102,baseline5,0,0,4644.07237913893,5351.568063808429,0.0
b10902102,baseline6,2,0,6633.343129881431,3359.24696770221,3.0
b10902102,baseline7,1,0,3909.2099353351045,6090.0,1.5
b10902102,strong1,0,0,4864.023034716213,5134,0
b10902102,strong2,0,0,4942.592612042666,5054.5,0
b10902102,strong3,3,0,4199.046087113682,3800,2
b10902102,strong4,0,0,4454.361670097817,5534.273039889333,0
b10902102,strong5,1,0,4636.367849852947,5355.385544691769,0
b10902045,baseline1,3,0,3517.656750064949,2471.1888157010676,5
b10902045,baseline2,2,0,5044.0154781975,4949.074979999999,3.0
b10902045,baseline3,1,0,4617.017265249628,5367.328732109133,1.5
b10902045,baseline4,0,0,4844.265028335222,5121.382273731919,0.0
b10902045,baseline5,0,0,4323.3925044581065,5650.435945495879,0.0
b10902045,baseline6,2,0,4555.359116191114,5428.9976486103105,3.0
b10902045,baseline7,0,0,3769.6447470043354,6211.0,0.0
b10902045,strong1,1,0,5293.273239767241,4685.208739331947,0
b10902045,strong2,1,0,5001.6190065854535,4984.095401735487,0
b10902045,strong3,3,0,4119.83518121472,3874.93614239744,2
b10902045,strong4,1,0,4701.692387342222,5287.016434066667,0
b10902045,strong5,1,0,5036.510681743253,4958.664203648001,0
b09502074,baseline1,3,0,5341,659,5
b09502074,baseline2,3,0,4913,1085.6875,5
b09502074,baseline3,3,0,4047,1951.0625,5
b09502074,baseline4,3,0,5733,4255.809920948616,5
b09502074,baseline5,3,0,6119,1880,5
b09502074,baseline6,2,1,4746.0,5250.2444444444445,3.0
b09502074,baseline7,2,0,4000,6000,3.0
b09502074,strong1,3,1,5180,2820,2
b09502074,strong2,2,0,4205,5795.0,0
b09502074,strong3,3,0,3955,4045,2
b09502074,strong4,3,0,3125.0,4859.521545833334,2
b09502074,strong5,3,0,5998.0,3997.0,2
b10902121,baseline1,2,0,4000,5999.25,3.0
b10902121,baseline2,2,0,4155,5845,3.0
b10902121,baseline3,3,0,6150.0,1845,5
b10902121,baseline4,1,0,2000.0,7996.681391631458,1.5
b10902121,baseline5,2,0,4490,5510.0,3.0
b10902121,baseline6,2,0,4244.0,5754.0,3.0
b10902121,baseline7,1,0,3133,6867,1.5
b10902121,strong1,2,0,4844,5156,0
b10902121,strong2,2,0,4530.0,5470.0,0
b10902121,strong3,3,0,3775,4225,2
b10902121,strong4,1,0,3330.0,6654.0,0
b10902121,strong5,1,0,2795.0,7205.0,0
b10902050,baseline1,3,0,3024.25,2974.25,5
b10902050,baseline2,2,0,3711.75,6285.5,3.0
b10902050,baseline3,2,0,2856.0,7140.3125,3.0
b10902050,baseline4,3,0,4471.47203221989,3508.1959731718125,5
b10902050,baseline5,2,0,4900.316449554346,5094.864189814736,3.0
b10902050,baseline6,3,0,4055.0,3945.0,5
b10902050,baseline7,1,0,3998.5625,5994.0,1.5
b10902050,strong1,3,0,4011.0,1989,2
b10902050,strong2,3,0,4259.51875,3734.199999999997,2
b10902050,strong3,3,0,4070.0,3930,2
b10902050,strong4,2,0,3648.62312356176,6338.822255043241,0
b10902050,strong5,1,0,3233.3999999999996,6762.280000000001,0
b10902124,baseline1,3,0,3643,2355.75,5
b10902124,baseline2,3,0,3336,2663.5625,5
b10902124,baseline3,3,0,3362,2636.625,5
b10902124,baseline4,1,0,2873.8217335917398,7121.52,1.5
b10902124,baseline5,3,0,3092.644970414202,2904.362966199311,5
b10902124,baseline6,1,0,3863.6568888888924,6127.960888888889,1.5
b10902124,baseline7,2,0,6899,3101,3.0
b10902124,strong1,3,0,4029,1971,2
b10902124,strong2,2,0,4664,5336,0
b10902124,strong3,3,0,3205,2795,2
b10902124,strong4,2,0,3254.5872,6729.2710879999995,0
b10902124,strong5,0,0,930.0,9064.0,0
b08501002,baseline1,3,0,5089,907.5,5
b08501002,baseline2,3,0,5994,0,5
b08501002,baseline3,3,0,4389,1609.046875,5
b08501002,baseline4,1,0,2951.25,7029.2011026249675,1.5
b08501002,baseline5,2,0,6235,3765,3.0
b08501002,baseline6,3,0,5565.0,2435.0,5
b08501002,baseline7,2,0,5806,4194,3.0
b08501002,strong1,3,0,5490,2510,2
b08501002,strong2,0,0,2700,7300,0
b08501002,strong3,3,0,3816,4184,2
b08501002,strong4,3,0,5481.677123377778,2492.031181096296,2
b08501002,strong5,2,0,5985.0,4012.0,0
b10902115,baseline1,3,0,3956.0,2042.5,5
b10902115,baseline2,3,0,4344,1652.578125,5
b10902115,baseline3,3,0,4905.0,3093.625,5
b10902115,baseline4,3,0,4751.0,3238.992015075006,5
b10902115,baseline5,3,0,4895.0,5099.748520710059,5
b10902115,baseline6,3,0,4271.497777777778,3724.6533333333327,5
b10902115,baseline7,3,0,6000,0,5
b10902115,strong1,3,0,4219,1781,2
b10902115,strong2,3,0,6053.0,1946.0,2
b10902115,strong3,3,0,4125,1875,2
b10902115,strong4,2,0,2243.7259999999997,7740.135631481482,0
b10902115,strong5,3,0,6189.296666666667,3807.0,2
b10502058,baseline1,3,0,3481.7650000000003,2514.9325,5
b10502058,baseline2,3,0,3728.075,2269.6375,5
b10502058,baseline3,3,0,4019.5,3979.25,5
b10502058,baseline4,3,0,4724.620364904263,3264.6924498634,5
b10502058,baseline5,1,0,4008.176597175282,5986.280105595856,1.5
b10502058,baseline6,3,0,4616.388333333332,5379.755,5
b10502058,baseline7,1,0,4114.1,5885.0,1.5
b10502058,strong1,0,4,4600.0,5400,0
b10502058,strong2,1,0,5181.21,4813.91,0
b10502058,strong3,2,2,4425.0,5575.0,0
b10502058,strong4,1,0,4345.9560375,5647.175634166667,0
b10502058,strong5,0,0,2489.02,7509.0,0
b10902003,baseline1,3,0,5703,4295.5625,5
b10902003,baseline2,3,0,4704,3296.0,5
b10902003,baseline3,3,0,3314,2684.6875,5
b10902003,baseline4,2,0,4535.0,5445.686292146681,3.0
b10902003,baseline5,3,0,5856,141.50250341374658,5
b10902003,baseline6,3,0,5998,2000.0,5
b10902003,baseline7,3,0,6000,4000,5
b10902003,strong1,3,0,4042,3958,2
b10902003,strong2,1,0,3265,6735,0
b10902003,strong3,3,0,3898,4102,2
b10902003,strong4,3,0,3035,4945.024600000001,2
b10902003,strong5,2,0,4077,5919.041040435413,0
b11902158,baseline1,3,0,5307.5,4682.978515625,5
b11902158,baseline2,3,0,4323.25,5675.625,5
b11902158,baseline3,2,0,4721.0,5274.828125,3.0
b11902158,baseline4,3,0,3155.670922342915,2834.0659223429147,5
b11902158,baseline5,3,0,4998.875,4998.25,5
b11902158,baseline6,3,0,4230.741481481482,3767.908148148148,5
b11902158,baseline7,1,0,4878.875,5118,1.5
b11902158,strong1,2,0,4743.75,5255.0,0
b11902158,strong2,3,0,4228.53125,3767.0,2
b11902158,strong3,3,0,4094.25,3905,2
b11902158,strong4,1,0,4512.2503134,5475.778900066667,0
b11902158,strong5,2,0,5260.25,4736.0,0
b09902013,baseline1,3,0,4131.3,3867.55,5
b09902013,baseline2,3,0,4133.05,1864.6125,5
b09902013,baseline3,1,0,2979.0,7018.0,1.5
b09902013,baseline4,1,0,3183.7938263820815,6795.840335289933,1.5
b09902013,baseline5,2,0,6920.0,3067.6090224279587,3.0
b09902013,baseline6,2,0,4793.0,5202.222222222223,3.0
b09902013,baseline7,1,0,3229.0,6770.0,1.5
b09902013,strong1,3,0,4012.0,1985,2
b09902013,strong2,1,0,3978.0,6020.02,0
b09902013,strong3,3,0,3873.2,2125,2
b09902013,strong4,2,0,5419.4810876,4568.150703926667,0
b09902013,strong5,2,0,5182.0,4816.319805686133,0
b11902114,baseline1,3,0,4062,1931.484375,5
b11902114,baseline2,3,0,3245,2753.5625,5
b11902114,baseline3,3,0,3551.205078125,2443.6923828125,5
b11902114,baseline4,3,0,5659.0,4330.403916276257,5
b11902114,baseline5,3,0,5079,4912.372325898954,5
b11902114,baseline6,2,0,2960,7038.888888888889,3.0
b11902114,baseline7,3,0,5925,4075,5
b11902114,strong1,3,0,5730,4270,2
b11902114,strong2,3,0,7843,2157,2
b11902114,strong3,3,0,3085,2915,2
b11902114,strong4,3,0,4102.57,3885.8860320987656,2
b11902114,strong5,3,0,6060,1929.0,2
b11705011,baseline1,3,0,3694.171875,2301.640625,5
b11705011,baseline2,3,0,4317.174603174603,3680.6309523809523,5
b11705011,baseline3,3,0,3491.875,2505.6875,5
b11705011,baseline4,2,0,5778.039285127363,4214.0,3.0
b11705011,baseline5,3,0,3134.443298969072,2860.771161374042,5
b11705011,baseline6,3,0,5790.0,207.0000000000001,5
b11705011,baseline7,2,0,4510,5490,3.0
b11705011,strong1,1,2,3389,6611,0
b11705011,strong2,2,0,6621.2,3378.2,0
b11705011,strong3,3,0,3420,4580,2
b11705011,strong4,3,0,4727.138544444445,5266.924581777778,2
b11705011,strong5,2,0,6001.65,3995.09,0
b10902123,baseline1,1,1,2509.5,7481.75732421875,1.5
b10902123,baseline2,3,0,4250.75,3747.5,5
b10902123,baseline3,2,0,3908.75,6089.625,3.0
b10902123,baseline4,1,0,2333.39,7641.994850202724,1.5
b10902123,baseline5,1,0,4852.206801032181,5142.736183932981,1.5
b10902123,baseline6,3,0,3301.751111111111,2696.7511111111116,5
b10902123,baseline7,1,0,4303,5697,1.5
b10902123,strong1,1,0,3948,6052,0
b10902123,strong2,1,0,4952.0,5047.8,0
b10902123,strong3,3,0,3425,4575,2
b10902123,strong4,2,0,3578.075431851852,6408.895553925925,0
b10902123,strong5,3,0,6694.325,3303.0,2
b10902015,baseline1,3,0,3451.375,6547.625,5
b10902015,baseline2,3,0,3444.0,2555.25,5
b10902015,baseline3,3,0,5160.921875,4835.421875,5
b10902015,baseline4,1,0,4637.393197584557,5348.351792157717,1.5
b10902015,baseline5,3,0,4016,3984,5
b10902015,baseline6,3,0,5046.68888888889,4951.72888888889,5
b10902015,baseline7,2,0,4427,5573,3.0
b10902015,strong1,3,0,5150,2850,2
b10902015,strong2,2,0,4903,5097.0,0
b10902015,strong3,3,0,3360,2640,2
b10902015,strong4,3,0,4438.5442767229615,3543.963708770694,2
b10902015,strong5,2,0,5035.0,4961.6719254399995,0
b10202024,baseline1,3,0,4472.0,1527.0,5
b10202024,baseline2,3,0,6177.17,3821.92,5
b10202024,baseline3,3,0,3506.0,2494.0,5
b10202024,baseline4,2,0,4205.819643973511,5784.12,3.0
b10202024,baseline5,3,0,3185.0,4815,5
b10202024,baseline6,3,0,6978.0,1020,5
b10202024,baseline7,1,0,3659.4,6340,1.5
b10202024,strong1,3,0,4951.4,1048.0,2
b10202024,strong2,2,0,6500.96,3498.96,0
b10202024,strong3,3,0,5615,385,2
b10202024,strong4,2,0,3416.2685361227177,6571.040803704245,0
b10202024,strong5,3,0,6155.0,1845.0,2
b10902135,baseline1,3,0,3106.296296296296,4889.2962962962965,5
b10902135,baseline2,3,0,4051.3055555555557,3946.25,5
b10902135,baseline3,3,0,3403.75,4594.1875,5
b10902135,baseline4,3,0,4375.178836395451,5616.252834645669,5
b10902135,baseline5,3,0,4251.999999999999,3742.6103238422775,5
b10902135,baseline6,3,0,4948.920987654321,5044.995061728395,5
b10902135,baseline7,3,0,5995.555555555555,2000,5
b10902135,strong1,3,1,5762.333333333333,4237,2
b10902135,strong2,3,0,5713.148148148148,4284.0370370370365,2
b10902135,strong3,3,0,3820,2180,2
b10902135,strong4,3,0,5113.89474074074,4871.585214814815,2
b10902135,strong5,3,0,6175.333333333333,1820.0,2
b10902013,baseline1,3,0,4236.4375,3762.1875,5
b10902013,baseline2,3,0,3972.125,2027.3125,5
b10902013,baseline3,3,0,4015,3980.62109375,5
b10902013,baseline4,0,0,3794.3432806324117,6191.392163323055,0.0
b10902013,baseline5,3,0,5040,4960,5
b10902013,baseline6,1,0,3861.635555555555,6129.802962962963,1.5
b10902013,baseline7,0,0,4925,5075,0.0
b10902013,strong1,2,2,5000,5000,0
b10902013,strong2,3,0,3312,2687.3,2
b10902013,strong3,3,0,3930,4070,2
b10902013,strong4,2,0,4193.7802949902225,5790.762961656889,0
b10902013,strong5,1,0,5844.666666666666,4152.0904738547715,0
b10902075,baseline1,3,0,3374,2623.375,5
b10902075,baseline2,3,0,4787,1212.75,5
b10902075,baseline3,3,0,3192,2806.53125,5
b10902075,baseline4,1,0,1999.0,7993.977351778656,1.5
b10902075,baseline5,3,0,5019.0,4976.903495950968,5
b10902075,baseline6,3,0,4007.3333333333335,3991.4,5
b10902075,baseline7,1,0,2301,7699,1.5
b10902075,strong1,3,0,3013,2987,2
b10902075,strong2,1,0,2135,7865.0,0
b10902075,strong3,3,0,3990,2010,2
b10902075,strong4,3,0,3094.282,4894.974666666667,2
b10902075,strong5,3,0,5796.0,2201.0,2
b10902095,baseline1,3,0,5035.0,4965.0,5
b10902095,baseline2,3,0,5999.0,2000,5
b10902095,baseline3,3,0,3911.0,2086.0625,5
b10902095,baseline4,2,0,4970.0,5017.147292897852,3.0
b10902095,baseline5,1,0,2240,7754.0,1.5
b10902095,baseline6,3,0,6000,2000.0,5
b10902095,baseline7,1,0,3505,6495,1.5
b10902095,strong1,3,0,6000,0,2
b10902095,strong2,1,0,3833,6167,0
b10902095,strong3,3,1,4390,5610,2
b10902095,strong4,1,0,2820.891875,7170.036041666666,0
b10902095,strong5,3,0,6000.0,1999.0,2
b06401151,baseline1,3,0,4279,1718.453125,5
b06401151,baseline2,3,0,3918,2080.25,5
b06401151,baseline3,3,0,3096,2902.625,5
b06401151,baseline4,3,0,5234,757.4581818181819,5
b06401151,baseline5,3,0,4026,3974,5
b06401151,baseline6,3,0,5600.0,4396.955555555554,5
b06401151,baseline7,3,0,6120,3880,5
b06401151,strong1,3,2,6518,3482,2
b06401151,strong2,1,0,3155.6,6842.2,0
b06401151,strong3,3,0,3080,2920,2
b06401151,strong4,2,0,3223.204789511111,6753.327384088889,0
b06401151,strong5,3,0,5950.424,2039.0,2
b09902018,baseline1,3,0,4927.5078125,1067.42578125,5
b09902018,baseline2,3,0,5126.64453125,867.822265625,5
b09902018,baseline3,3,0,3694.375,2304.6875,5
b09902018,baseline4,1,0,2826.309842972155,7141.910810420894,1.5
b09902018,baseline5,3,0,5375,4625,5
b09902018,baseline6,2,0,4780.666666666666,5218.666666666667,3.0
b09902018,baseline7,0,0,4790,5210,0.0
b09902018,strong1,3,0,6000,0,2
b09902018,strong2,1,0,5457,4543,0
b09902018,strong3,3,0,3630,4370,2
b09902018,strong4,3,0,7401.101962666667,2572.0,2
b09902018,strong5,0,0,4835.133333333333,5163.0,0
b10902039,baseline1,3,0,4046.625,1951.875,5
b10902039,baseline2,3,0,3549.5,2449.25,5
b10902039,baseline3,3,0,5391.9970703125,4598.75,5
b10902039,baseline4,1,0,2401.355246666538,7570.165220421823,1.5
b10902039,baseline5,1,0,2694.542261538624,7281.0895859818465,1.5
b10902039,baseline6,3,0,5428.688216145833,4556.363888888889,5
b10902039,baseline7,1,0,4746.7421875,5237.5,1.5
b10902039,strong1,0,0,3073.9296875,6912,0
b10902039,strong2,0,0,4026.78125,5951.0,0
b10902039,strong3,3,0,3687.99609375,4305.0,2
b10902039,strong4,3,0,3513.9896386666665,2474.9716023703704,2
b10902039,strong5,0,0,4270.32808165625,5696.0755756871995,0
b09202004,baseline1,3,0,5999.0,2000,5
b09202004,baseline2,1,0,2320,7680,1.5
b09202004,baseline3,2,0,5127.0,4872.0,3.0
b09202004,baseline4,1,0,3156.0,6832.075607378181,1.5
b09202004,baseline5,1,0,3456.0,6541.855029585799,1.5
b09202004,baseline6,3,0,6000.0,1995,5
b09202004,baseline7,0,0,682,9318,0.0
b09202004,strong1,3,1,5156,4844,2
b09202004,strong2,3,0,6152,1848,2
b09202004,strong3,3,0,3305,4695,2
b09202004,strong4,3,0,5395.903,585.0,2
b09202004,strong5,0,0,2307.0,7688.3737975056265,0
b10902076,baseline1,1,0,2000.0,7997.0,1.5
b10902076,baseline2,0,0,2646.75,7351.5,0.0
b10902076,baseline3,1,0,4110.5533447265625,5885.799072265625,1.5
b10902076,baseline4,1,0,3942.0,6039.606433232053,1.5
b10902076,baseline5,0,0,4503.883123923073,5491.717555076244,0.0
b10902076,baseline6,3,0,7370.0,2620.8148148148152,5
b10902076,baseline7,1,0,4451,5549,1.5
b10902076,strong1,1,0,4104,5896,0
b10902076,strong2,0,0,4843.0,5157.0,0
b10902076,strong3,3,0,4370,3630,2
b10902076,strong4,1,0,4117.63783648,5872.581747591111,0
b10902076,strong5,0,0,1261.0,8736.0,0
b10902002,baseline1,3,0,3521.0,2477.375,5
b10902002,baseline2,3,0,3409.0,2590.0,5
b10902002,baseline3,3,0,3680.0,2320.0,5
b10902002,baseline4,2,0,4283.988622384212,5698.921346773013,3.0
b10902002,baseline5,3,0,3170.0,2830.0,5
b10902002,baseline6,1,0,4897.8485596707815,5098.848559670781,1.5
b10902002,baseline7,0,0,4870.0,5130.0,0.0
b10902002,strong1,3,0,4565.0,1435.0,2
b10902002,strong2,2,0,5425.0,4575.0,0
b10902002,strong3,3,0,4235.0,3765.0,2
b10902002,strong4,2,0,3688.3617591655902,6300.889585066667,0
b10902002,strong5,0,0,4950.0,5050.0,0
b10902132,baseline1,3,0,5998.25,4000,5
b10902132,baseline2,3,0,6633,3367,5
b10902132,baseline3,3,0,4772.5546875,1224.27734375,5
b10902132,baseline4,3,0,5996.21367154483,0,5
b10902132,baseline5,2,0,5090,4910,3.0
b10902132,baseline6,2,0,5244.555555555556,4749.0,3.0
b10902132,baseline7,2,0,5130,4870,3.0
b10902132,strong1,3,0,6000,0,2
b10902132,strong2,2,0,4720,5280,0
b10902132,strong3,3,0,4620,5380,2
b10902132,strong4,3,0,6555.413702807895,1428.0,2
b10902132,strong5,3,0,6374,1626,2
b10902109,baseline1,3,0,5997.0,0,5
b10902109,baseline2,3,0,5996.7642857142855,1999.0,5
b10902109,baseline3,3,0,3049.0934693877552,2950.0,5
b10902109,baseline4,0,0,0,9991.540095299937,0.0
b10902109,baseline5,3,0,5001.873571428571,997,5
b10902109,baseline6,3,0,5526.0,2470.1705455782317,5
b10902109,baseline7,2,0,3959.3842553071436,6038.39,3.0
b10902109,strong1,3,1,4542,3458,2
b10902109,strong2,1,0,1183.0,8796.0,0
b10902109,strong3,3,0,3152.531379591837,4846.0,2
b10902109,strong4,3,0,3229.0,6746.0746666666655,2
b10902109,strong5,1,0,1998.5929489795917,7994.759,0
b10902073,baseline1,1,0,4229,5769.375,1.5
b10902073,baseline2,1,0,4932,5068,1.5
b10902073,baseline3,1,0,4680,5318.5,1.5
b10902073,baseline4,1,0,4430.69696969697,5556.250000000001,1.5
b10902073,baseline5,1,0,4789,5211,1.5
b10902073,baseline6,1,0,4987.6,5011.6,1.5
b10902073,baseline7,1,0,4143,5857,1.5
b10902073,strong1,1,2,5110,4890,0
b10902073,strong2,0,0,3716.6,6281.2,0
b10902073,strong3,1,3,5920,4080,2
b10902073,strong4,1,0,4776.414333333334,5211.824666666666,0
b10902073,strong5,1,0,5036.7300000000005,4960.4096,0
b10902111,baseline1,3,0,3669.0,6325.81640625,5
b10902111,baseline2,3,0,4415.96875,3581.796875,5
b10902111,baseline3,3,0,4802.0,3196.625,5
b10902111,baseline4,2,0,3374.492295533378,6611.193935942956,3.0
b10902111,baseline5,3,0,4075,3924.1704597177977,5
b10902111,baseline6,1,0,4978.111111111111,5019.0,1.5
b10902111,baseline7,3,0,6148,3852,5
b10902111,strong1,2,0,4795,5205,0
b10902111,strong2,1,0,4949.0,5051.0,0
b10902111,strong3,3,0,3655,2345,2
b10902111,strong4,1,0,3769.7097333333336,6223.033066666665,0
b10902111,strong5,3,0,5788.713333333333,210.0,2
b09401140,baseline1,3,0,5118.9267578125,2877.590576171875,5
b09401140,baseline2,1,0,5005.5,4991.8125,1.5
b09401140,baseline3,2,0,5578.5,4418.46875,3.0
b09401140,baseline4,0,0,3637.5063113340293,6348.156676452087,0.0
