student_dir,opponent,games_won,num_ties,student_stacks,opponent_stacks,points_earned
b09401140,baseline5,0,0,4830,5170,0.0
b09401140,baseline6,0,0,4603.07111111111,5392.848888888889,0.0
b09401140,baseline7,0,0,3204,6796,0.0
b09401140,strong1,0,1,3551,6449,0
b09401140,strong2,0,0,4803.0,5197.0,0
b09401140,strong3,3,0,4185,3815,2
b09401140,strong4,0,0,4293.008193523621,5698.637216401198,0
b09401140,strong5,0,0,3617.834,6379.992626291555,0
b10505057,baseline1,1,0,4512.126149114613,5487.25,1.5
b10505057,baseline2,1,0,5212.903827099095,4786.677870324322,1.5
b10505057,baseline3,1,0,4376.435430496715,5616.907176648866,1.5
b10505057,baseline4,1,0,5096.496040085865,4886.1219581030655,1.5
b10505057,baseline5,1,0,5234.407643461758,4763.690939464635,1.5
b10505057,baseline6,1,0,4844.416684736667,5155.416684736667,1.5
b10505057,baseline7,2,0,5247.72479612096,4744.0,3.0
b10505057,strong1,1,1,4590.5576682129395,5401.773788062079,0
b10505057,strong2,1,0,4920.314968602097,5072.107514035397,0
b10505057,strong3,1,3,4975.467442263964,5023.0,0
b10505057,strong4,1,0,4570.320557591911,5419.763279706797,0
b10505057,strong5,0,0,4854.853464867143,5129.037591344006,0
b11902067,baseline1,2,0,3334.7978515625,6657.16162109375,3.0
b11902067,baseline2,0,0,3435.0,6563.09375,0.0
b11902067,baseline3,1,0,4517.116760253906,5475.805969238281,1.5
b11902067,baseline4,3,0,4797.294382853715,5182.683639103023,5
b11902067,baseline5,2,0,4957.024453733844,5032.060437043276,3.0
b11902067,baseline6,3,0,6435.222222222223,1562.5555555555557,5
b11902067,baseline7,1,0,5915,4085,1.5
b11902067,strong1,0,0,3513,6487,0
b11902067,strong2,2,0,6019.8,3977.4000000000015,0
b11902067,strong3,3,0,4170,3830,2
b11902067,strong4,1,0,4689.492519027025,5302.2762551413,0
b11902067,strong5,1,0,3697.7856542203726,6292.472,0
r12922098,baseline1,3,0,4738.698187135284,3254.3183085871347,5
r12922098,baseline2,3,0,4750.79968934082,5246.0793802787075,5
r12922098,baseline3,3,0,3194.687781107669,2797.1633880554446,5
r12922098,baseline4,3,0,4752.738438445271,3240.7176381497206,5
r12922098,baseline5,3,0,6067.313872515921,1914.581321454329,5
r12922098,baseline6,3,0,6163.614667063356,3815.382321077386,5
r12922098,baseline7,2,0,5184.149493908945,4798.769114502393,3.0
r12922098,strong1,3,0,5918.996855406884,2070.0,2
r12922098,strong2,1,0,3170.4093923470123,6806.506867229429,0
r12922098,strong3,3,0,3169.890289376058,2822.8193625734075,2
r12922098,strong4,2,0,3132.5870256400804,6846.435632646094,0
r12922098,strong5,3,0,7061.431196633554,2922.187691522074,2
b10902101,baseline1,3,0,3044.7000000000003,2952.0750000000003,5
b10902101,baseline2,3,0,4067.817037037037,3927.7327777777778,5
b10902101,baseline3,3,0,3233.65,4763.525000000001,5
b10902101,baseline4,2,0,2987.672593504056,6998.164386642105,3.0
b10902101,baseline5,3,0,3035.4666666666662,2961.6666666666665,5
b10902101,baseline6,3,0,4826.966666666667,5164.726666666668,5
b10902101,baseline7,1,0,2161.0,7830.0,1.5
b10902101,strong1,3,0,4010.0,1990,2
b10902101,strong2,2,0,5136.633333333333,4849.2333333333345,0
b10902101,strong3,3,0,3389.297037037037,2609.5762962962963,2
b10902101,strong4,2,0,4742.789168893731,5230.610902227063,0
b10902101,strong5,3,0,6161.016666666666,3833.0,2
b10902133,baseline1,3,0,4434.909381468749,3558.8579413641282,5
b10902133,baseline2,3,0,4716.739764644006,3280.372325519006,5
b10902133,baseline3,3,0,3237.95,2761.4625,5
b10902133,baseline4,3,0,4299.49552518777,1690.431427939472,5
b10902133,baseline5,3,0,5602.197845000001,4392.893125,5
b10902133,baseline6,3,0,5797.579084687499,2200.7970846875,5
b10902133,baseline7,1,0,3805.072875,6191.68,1.5
b10902133,strong1,3,0,4868.4,5130,2
b10902133,strong2,0,0,3628.79524046875,6366.886115468749,0
b10902133,strong3,3,0,3266.513193122,2730.0096222399998,2
b10902133,strong4,3,0,3443.187707366667,4540.341961296297,2
b10902133,strong5,1,0,1975,8019.0,0
b11902085,baseline1,3,0,3807.5,6185.125,5
b11902085,baseline2,3,0,4671.25,5327.0,5
b11902085,baseline3,3,0,3310,2689.25,5
b11902085,baseline4,2,0,6215.063088077455,3777.6838236476565,3.0
b11902085,baseline5,3,0,3140,2860,5
b11902085,baseline6,2,0,3082.1644444444446,6917.164444444445,3.0
b11902085,baseline7,1,0,4107,5893,1.5
b11902085,strong1,3,0,4055,1945,2
b11902085,strong2,1,0,4108.0,5892.0,0
b11902085,strong3,3,0,5000,3000,2
b11902085,strong4,3,0,3205.4086666666667,4777.228777777778,2
b11902085,strong5,3,0,6975,1025,2
b09508001,baseline1,3,0,5056.0,2944.0,5
b09508001,baseline2,3,0,4043.0,3955.375,5
b09508001,baseline3,3,0,3135.0,4862.5,5
b09508001,baseline4,3,0,5449.0,4538.178301402927,5
b09508001,baseline5,0,0,1990.0,8009.507965407374,0.0
b09508001,baseline6,3,0,6695.0,3304.222222222222,5
b09508001,baseline7,3,0,5720.0,4280.0,5
b09508001,strong1,3,2,5019.0,4981,2
b09508001,strong2,1,0,2975.0,7025.0,0
b09508001,strong3,3,0,4065.0,3935.0,2
b09508001,strong4,3,0,5048.0,2934.9600666666665,2
b09508001,strong5,2,0,5344.0,4653.995199999999,0
b10902086,baseline1,3,0,4040.75,3954.58984375,5
b10902086,baseline2,3,0,3574.0,2424.5,5
b10902086,baseline3,3,0,3688.365234375,2307.901611328125,5
b10902086,baseline4,3,0,5674.0,2315.160924303129,5
b10902086,baseline5,3,0,4662.0,3335.7064355481107,5
b10902086,baseline6,3,0,5703.0,295.1111111111113,5
b10902086,baseline7,3,0,6405,3595,5
b10902086,strong1,3,0,3735,6265,2
b10902086,strong2,1,0,2120.0,7880.0,0
b10902086,strong3,3,0,3985,2015,2
b10902086,strong4,3,0,4230.5755032,3756.581509540741,2
b10902086,strong5,3,0,6075.48,1919.0,2
b10902108,baseline1,3,0,4114.338748208313,3881.0864694583124,5
b10902108,baseline2,2,0,4184.9569822,5809.4969872,3.0
b10902108,baseline3,3,0,3972.7848976,4023.995,5
b10902108,baseline4,1,0,3283.3473053967027,6698.038806260071,1.5
b10902108,baseline5,0,0,2988.2077296927837,7003.197201141066,0.0
b10902108,baseline6,2,0,4604.136020570481,5385.807807257234,3.0
b10902108,baseline7,3,0,7107.7789999999995,2890.0,5
b10902108,strong1,2,0,4337.465844,5657,0
b10902108,strong2,3,0,5138.102606271779,4849.483775999999,2
b10902108,strong3,3,0,3244.0795000000003,4755.0,2
b10902108,strong4,2,0,5124.135431627821,4858.607841155207,0
b10902108,strong5,2,0,4476.8081412,5514.0,0
b10902122,baseline1,3,0,3410.375,2586.828125,5
b10902122,baseline2,3,0,4988,1011.25,5
b10902122,baseline3,3,0,3592.625,2406.0625,5
b10902122,baseline4,2,0,4794.0,5194.245529247277,3.0
b10902122,baseline5,3,0,5810,2189.2139280837514,5
b10902122,baseline6,3,0,5107.533333333333,889.8296296296296,5
b10902122,baseline7,1,0,3944,6056,1.5
b10902122,strong1,3,0,5100,2900,2
b10902122,strong2,2,0,5240.0,4760.0,0
b10902122,strong3,3,0,3835,2165,2
b10902122,strong4,3,0,3027.0,2957.2823555555556,2
b10902122,strong5,1,0,4547.0,5448.512000000001,0
b08209028,baseline1,3,0,5707.21875,286.669921875,5
b08209028,baseline2,3,0,5729.85546875,264.005859375,5
b08209028,baseline3,3,0,4317.25,1682.5,5
b08209028,baseline4,2,0,3996.3151539315086,5974.321441249571,3.0
b08209028,baseline5,3,0,4330,3670,5
b08209028,baseline6,2,0,4452.0,5546.0,3.0
b08209028,baseline7,0,0,3185,6810,0.0
b08209028,strong1,3,0,6557,1443,2
b08209028,strong2,0,0,4588.0,5412.0,0
b08209028,strong3,3,0,4670,3330,2
b08209028,strong4,1,0,3641.7894444444446,6345.693888888888,0
b08209028,strong5,2,0,6050,3950,0
b11902143,baseline1,3,0,4023,1975,5
b11902143,baseline2,2,0,3020,6973.03125,3.0
b11902143,baseline3,3,0,3297,2697.23046875,5
b11902143,baseline4,2,0,3605,6382.13862144938,3.0
b11902143,baseline5,3,0,3040.3459262630868,6943.906625396497,5
b11902143,baseline6,3,0,4779.0,3215.0,5
b11902143,baseline7,0,0,10,9990,0.0
b11902143,strong1,3,0,4035,1965,2
b11902143,strong2,2,0,3990,6010,0
b11902143,strong3,3,0,3945,2055,2
b11902143,strong4,3,0,3941.0,4047.6794,2
b11902143,strong5,3,0,5915,2076.0,2
b10902070,baseline1,3,0,5608.0,389.6692748833593,5
b10902070,baseline2,3,0,3863.011948982728,2132.401466556555,5
b10902070,baseline3,3,0,3198.5928385280786,2796.564417190336,5
b10902070,baseline4,1,0,1040.1151662611517,8941.666201857553,1.5
b10902070,baseline5,3,0,3223.90742518616,4764.610860895102,5
b10902070,baseline6,3,0,5153.0,2840.3966397171894,5
b10902070,baseline7,2,0,4458.166112956811,5530.0,3.0
b10902070,strong1,3,0,5540,460,2
b10902070,strong2,3,0,6055.0,3935,2
b10902070,strong3,3,0,3218.2884442547074,2780.3497217068643,2
b10902070,strong4,3,0,3178.0,2797.198037037037,2
b10902070,strong5,2,0,3998.317416088409,5989.0,0
t12902103,baseline1,3,0,5452.640625,2545.0,5
t12902103,baseline2,3,0,5578.25,420,5
t12902103,baseline3,3,0,5742.578125,2251.9765625,5
t12902103,baseline4,2,0,3999.0,5995.06794299339,3.0
t12902103,baseline5,1,0,5155,4845,1.5
t12902103,baseline6,2,0,4340.0,5660.0,3.0
t12902103,baseline7,1,0,4139,5861,1.5
t12902103,strong1,3,0,5985,2015,2
t12902103,strong2,2,0,6539.0,3461.0,0
t12902103,strong3,3,0,3630,4370,2
t12902103,strong4,2,0,5576.469547257928,4401.333333333333,0
t12902103,strong5,0,0,4580,5418.860000000001,0
b10902127,baseline1,3,0,4078,1919.5,5
b10902127,baseline2,3,0,4140,1859.125,5
b10902127,baseline3,3,0,3163,6827.52734375,5
b10902127,baseline4,2,0,3663.0,6333.551232085475,3.0
b10902127,baseline5,3,0,5994,2000.0,5
b10902127,baseline6,2,0,4000.0,5999.0,3.0
b10902127,baseline7,1,0,1098,8902,1.5
b10902127,strong1,3,0,3601,4399,2
b10902127,strong2,3,0,5660,340,2
b10902127,strong3,3,0,4875,1125,2
b10902127,strong4,3,0,4110.0,3875.0238378333333,2
b10902127,strong5,3,0,5730,4262.0,2
b12902104,baseline1,3,0,5502.0,495,5
b12902104,baseline2,3,0,5182.888888888889,4812.555555555556,5
b12902104,baseline3,3,0,3974.0,4015.02734375,5
b12902104,baseline4,3,0,5038.685555555556,4950.172222222223,5
b12902104,baseline5,0,0,1205.0,8785.513629697061,0.0
b12902104,baseline6,3,0,5059.592592592592,4934.103703703704,5
b12902104,baseline7,2,0,5682.0,4314.0,3.0
b12902104,strong1,2,0,4935.0,5057.0,0
b12902104,strong2,3,0,7094.0,2893.037037037042,2
b12902104,strong3,3,0,4078.0,1920,2
b12902104,strong4,3,0,6030.644169333334,3950.6295142222216,2
b12902104,strong5,0,0,3940.962962962963,6045.62,0
b09902002,baseline1,3,0,3915,4082.6328125,5
b09902002,baseline2,3,0,3086,2912.0,5
b09902002,baseline3,3,0,3274.5,2722.578125,5
b09902002,baseline4,2,0,4618.4620069205985,5365.30132520106,3.0
b09902002,baseline5,3,0,6656.189818502502,3337.580462496031,5
b09902002,baseline6,3,0,7033.0,2963.444444444445,5
b09902002,baseline7,1,0,4234.0,5766,1.5
b09902002,strong1,3,0,6410,3589,2
b09902002,strong2,2,0,5820.0,4180.0,0
b09902002,strong3,3,0,4094,1906,2
b09902002,strong4,2,0,4792.269383333335,5195.5409,0
b09902002,strong5,2,0,4501.680314465312,5490.0,0
b11705006,baseline1,3,0,3357,4641.859375,5
b11705006,baseline2,3,0,4231.25,3767.5,5
b11705006,baseline3,2,0,3840.25,6156.5,3.0
b11705006,baseline4,3,0,3482.342715739064,2505.3063017334243,5
b11705006,baseline5,2,0,4890.359444697315,5104.832525194183,3.0
b11705006,baseline6,3,0,4295.6,1701.9333333333334,5
b11705006,baseline7,0,0,4763,5237,0.0
b11705006,strong1,0,0,4183,5817,0
b11705006,strong2,0,0,4287.9,5708.799999999999,0
b11705006,strong3,3,0,3201,2799,2
b11705006,strong4,1,0,4058.064111809723,5929.96282368426,0
b11705006,strong5,0,0,4772,5222.995333333332,0
b11902047,baseline1,3,0,3190,2810,5
b11902047,baseline2,3,0,5155.5,4843.75,5
b11902047,baseline3,3,0,5051.0,4948.25,5
b11902047,baseline4,1,0,4884.865046406569,5100.306460002107,1.5
b11902047,baseline5,3,0,5172.248520710059,4826.644287664998,5
b11902047,baseline6,3,0,4890.333333333333,3107.666666666666,5
b11902047,baseline7,1,0,4979,5021,1.5
b11902047,strong1,3,0,5045,955,2
b11902047,strong2,1,0,4151.5,5848.0,0
b11902047,strong3,3,0,4175,5825,2
b11902047,strong4,3,0,4823.08814,5164.294419259259,2
b11902047,strong5,0,0,394.65999999999985,9604.0,0
b11705051,baseline1,1,0,4025,5970.32421875,1.5
b11705051,baseline2,1,0,5380,4613.671875,1.5
b11705051,baseline3,1,0,4665.69091796875,5328.11474609375,1.5
b11705051,baseline4,0,0,2922.3960427693637,7053.571313745077,0.0
b11705051,baseline5,1,0,4575,5421.497749672716,1.5
b11705051,baseline6,0,0,4639.2,5356.373333333335,0.0
b11705051,baseline7,0,0,4840,5160,0.0
b11705051,strong1,0,0,3489,6511,0
b11705051,strong2,0,0,4935,5065.0,0
b11705051,strong3,3,0,4305,3695,2
b11705051,strong4,0,0,4689.095299333333,5303.848979666667,0
b11705051,strong5,0,0,4860,5133.301925123022,0
b10902139,baseline1,3,0,3996.5038392400666,3989.504102360058,5
b10902139,baseline2,2,0,4804.355316512043,5186.594770759968,3.0
b10902139,baseline3,3,0,3049.8356940509916,2949.3981940509916,5
b10902139,baseline4,2,0,4298.799312135201,5689.119151320732,3.0
b10902139,baseline5,3,0,4028.1188331636677,3966.9856230912405,5
b10902139,baseline6,2,0,4836.197613344907,5150.1189929166585,3.0
b10902139,baseline7,3,0,7256.799077067509,2740.7990770675087,5
b10902139,strong1,1,0,2362,7638,0
b10902139,strong2,2,0,5115.144795624799,4878.410302342385,0
b10902139,strong3,3,0,4162.664876476907,3836.888292158969,2
b10902139,strong4,0,0,4641.86222160147,5344.439073565174,0
b10902139,strong5,3,0,5996.7046590413465,1998.0,2
b10902129,baseline1,3,0,6000,1999.25,5
b10902129,baseline2,3,0,5999,2000,5
b10902129,baseline3,2,0,5945,4053.625,3.0
b10902129,baseline4,0,0,3463.9229701642635,6518.718453425197,0.0
b10902129,baseline5,1,0,5855,4145,1.5
b10902129,baseline6,3,0,6970.0,1029.6666666666665,5
b10902129,baseline7,1,0,5763,4237,1.5
b10902129,strong1,0,2,4930,5070,0
b10902129,strong2,1,0,4860,5140,0
b10902129,strong3,3,1,5085,4915,2
b10902129,strong4,0,0,3725.1366666666668,6267.672716666666,0
b10902129,strong5,1,0,5775.0,4221.976425122222,0
b10902067,baseline1,3,0,3245.875,2752.6875,5
b10902067,baseline2,3,0,3482.0,2516.3125,5
b10902067,baseline3,3,0,3175.5,2823.0,5
b10902067,baseline4,3,0,4960.23745338866,3027.05492374439,5
b10902067,baseline5,3,1,5040,4960,5
b10902067,baseline6,3,0,3123.0,4876.333333333333,5
b10902067,baseline7,2,0,4125,5875,3.0
b10902067,strong1,3,0,4050,1950,2
b10902067,strong2,3,0,6918.0,3081.0,2
b10902067,strong3,3,0,4095,3905,2
b10902067,strong4,3,0,4238.860000000001,3744.540283111111,2
b10902067,strong5,3,0,5973.748496,23.0,2
b10902032,baseline1,3,0,3049.0,6945.171875,5
b10902032,baseline2,3,0,5099.5625,4897.8125,5
b10902032,baseline3,3,0,4063.5,3934.9375,5
b10902032,baseline4,3,0,3588.7362987616975,2402.6459336548724,5
b10902032,baseline5,3,0,3038,2962,5
b10902032,baseline6,3,0,4892.399999999994,5103.0,5
b10902032,baseline7,2,0,4035,5965,3.0
b10902032,strong1,3,0,4010,1990,2
b10902032,strong2,1,0,4961,5039,0
b10902032,strong3,3,0,4042,3958,2
b10902032,strong4,3,0,4078.626133333336,5907.450753977748,2
b10902032,strong5,1,0,2198.0,7790.0,0
b10902082,baseline1,3,0,3392,2605.9375,5
b10902082,baseline2,3,0,3634.453125,4360.296875,5
b10902082,baseline3,3,0,3412.0,2587.0,5
b10902082,baseline4,2,0,4822.684951599446,5166.543123886116,3.0
b10902082,baseline5,3,0,3155,2843.8794471357796,5
b10902082,baseline6,3,0,4266.333333333333,5731.555555555556,5
b10902082,baseline7,3,0,6000,0,5
b10902082,strong1,3,0,4030,3970,2
b10902082,strong2,1,0,4660.4,5338.4,0
b10902082,strong3,3,0,3765,6235,2
b10902082,strong4,3,0,4496.012500000001,5484.645645679012,2
b10902082,strong5,2,0,5150.846666666666,4847.0,0
b10902116,baseline1,3,0,3146.375,2852.4375,5
b10902116,baseline2,3,0,3052,4946.390625,5
b10902116,baseline3,3,0,3445.0,2552.5078125,5
b10902116,baseline4,2,0,4526.420909090909,5462.310142661355,3.0
b10902116,baseline5,3,0,4026,1973,5
b10902116,baseline6,3,0,3965.666666666667,4032.2,5
b10902116,baseline7,2,0,4741,5259,3.0
b10902116,strong1,2,0,3274,6726,0
b10902116,strong2,3,0,3403.5,2596.0,2
b10902116,strong3,3,0,3181,4819,2
b10902116,strong4,2,0,4540.641777777778,5446.4054712177785,0
b10902116,strong5,3,0,6107.0,3890.0,2
b11701242,baseline1,3,0,4501,3497.75,5
b11701242,baseline2,3,0,5505,495,5
b11701242,baseline3,2,0,4889.3125,5108.0625,3.0
b11701242,baseline4,3,0,4876.47264899935,5104.598636834442,5
b11701242,baseline5,1,0,5412.739245824729,4585.098237531261,1.5
b11701242,baseline6,2,0,5765.074074074074,4234.074074074074,3.0
b11701242,baseline7,1,0,5928,4072,1.5
b11701242,strong1,0,1,4470,5530,0
b11701242,strong2,1,0,5004,4996.0,0
b11701242,strong3,3,0,3255,2745,2
b11701242,strong4,1,0,3778.3141361533335,6210.225175008889,0
b11701242,strong5,0,0,3670,6330.0,0
b10902088,baseline1,3,0,6260.482982788493,3723.6442831885042,5
b10902088,baseline2,3,0,7544.349580516599,2437.1212095300307,5
b10902088,baseline3,2,0,4255.826069823151,5718.425776510769,3.0
b10902088,baseline4,3,0,7926.4413226189645,2050.0,5
b10902088,baseline5,3,0,4605.066194857941,1375.9509251924214,5
b10902088,baseline6,3,0,6412.856721531616,3564.4672464896803,5
b10902088,baseline7,1,0,3280.5071141621156,6698.0,1.5
b10902088,strong1,3,0,6894.276703565145,1083.853851661363,2
b10902088,strong2,1,0,4398.62905321753,5575.772691166058,0
b10902088,strong3,3,0,4314.847492296298,3675.6443899976216,2
b10902088,strong4,1,0,4003.6444434740224,5977.357438299099,0
b10902088,strong5,2,0,4883.404293019183,5086.129301851311,0
b11902044,baseline1,3,0,5455,545,5
b11902044,baseline2,2,0,4150,5850,3.0
b11902044,baseline3,3,0,3325,4670.58984375,5
b11902044,baseline4,1,0,1840,8146.326348365652,1.5
b11902044,baseline5,3,0,4599.134019656144,3394.8693900255053,5
b11902044,baseline6,3,0,5800.0,4194.666666666667,5
b11902044,baseline7,0,0,605,9395,0.0
b11902044,strong1,3,1,5010,4990,2
b11902044,strong2,2,0,4150,5849.3,0
b11902044,strong3,3,0,4529,3471,2
b11902044,strong4,2,0,3236.0,6738.565666666667,0
b11902044,strong5,0,0,1212,8779.0,0
b10902138,baseline1,3,0,3089.611111111111,6906.981481481481,5
b10902138,baseline2,3,0,3937.009259259259,2059.446759259259,5
b10902138,baseline3,3,0,3441.0,2557.5,5
b10902138,baseline4,1,0,2000,8000.0,1.5
b10902138,baseline5,3,0,3835.6111111111113,2160.5,5
b10902138,baseline6,3,0,6000.0,3998.0,5
b10902138,baseline7,2,0,4561.833333333334,5433.0,3.0
b10902138,strong1,3,0,4534.333333333334,1465.0,2
b10902138,strong2,2,0,4669.0,5323.0,0
b10902138,strong3,3,0,3389.0,4610.0,2
b10902138,strong4,3,0,3143.762,2843.090898765432,2
b10902138,strong5,1,0,2760.962962962963,7232.0,0
b11902125,baseline1,3,0,4898.00267650463,5089.010397451895,5
b11902125,baseline2,3,0,3090.364259259259,2903.5275622106483,5
b11902125,baseline3,3,0,3058.688888888889,2938.234375,5
b11902125,baseline4,2,0,4910.0631223714745,5061.52358758736,3.0
b11902125,baseline5,2,0,3158.420887759642,6832.230331516381,3.0
b11902125,baseline6,3,0,6326.001185185185,3666.747851851852,5
b11902125,baseline7,0,0,3841,6159,0.0
b11902125,strong1,0,0,4409.736111111111,5589,0
b11902125,strong2,2,0,5234.642798353909,4761.274897119342,0
b11902125,strong3,3,0,3195,2805,2
b11902125,strong4,0,0,4645.944348696861,5339.448721992222,0
b11902125,strong5,1,0,3420.822310423704,6565.5961984000005,0
b10902054,baseline1,3,0,4979.5,3013.48671875,5
b10902054,baseline2,3,0,6937.9148515625,3051.85204296875,5
b10902054,baseline3,3,0,3539.7421875,2453.542236328125,5
b10902054,baseline4,0,0,0,9973.205613217246,0.0
b10902054,baseline5,2,0,5607.648725292565,4383.05586445601,3.0
b10902054,baseline6,2,0,5079.200000000001,4911.8746666666675,3.0
b10902054,baseline7,0,0,4645.08,5354.0,0.0
b10902054,strong1,0,0,3363.0,6637.0,0
b10902054,strong2,0,0,4934.8,5061.4,0
b10902054,strong3,3,0,4420.6,3579.0,2
b10902054,strong4,1,0,4550.917306953086,5432.714060125925,0
b10902054,strong5,1,0,4934.252326916927,5055.275925333333,0
b10902051,baseline1,3,0,4005.9432861822897,3979.0135221516375,5
b10902051,baseline2,3,0,3743.3660082132046,4248.016545994856,5
b10902051,baseline3,3,0,3111.432098765432,2884.25,5
b10902051,baseline4,1,0,4928.558647705006,5051.622533644033,1.5
b10902051,baseline5,2,0,4921.963047027368,5063.353284486296,3.0
b10902051,baseline6,3,0,4187.666232420317,3800.2162557919955,5
b10902051,baseline7,1,0,5062.013572470529,4931.279835390947,1.5
b10902051,strong1,1,0,4537.124147365371,5456.466358448069,0
b10902051,strong2,1,0,5085.382295564398,4894.427447261336,0
b10902051,strong3,3,0,4103.8110044200575,1891.2222222222222,2
b10902051,strong4,2,0,4460.745053947268,5513.873982334799,0
b10902051,strong5,1,0,5826.567151677731,4150.986578153369,0
b10902063,baseline1,3,0,3365.27625,2632.510625,5
b10902063,baseline2,3,0,5573.0,423.35657812499994,5
b10902063,baseline3,3,0,3147.963243273438,2844.199864140625,5
b10902063,baseline4,2,0,3010.0,6981.473672852776,3.0
b10902063,baseline5,3,0,5246.920393222246,4741.077438400989,5
b10902063,baseline6,2,0,3994.0,5993.881396875,3.0
b10902063,baseline7,2,0,4246.8808353125005,5741.2,3.0
b10902063,strong1,3,0,5040.71821875,952.0,2
b10902063,strong2,3,0,7107.0,2878.3982584218747,2
b10902063,strong3,3,0,3398.2625,6600.0,2
b10902063,strong4,3,0,3203.65801,2783.1542056874996,2
b10902063,strong5,2,0,4131.060464605469,5850.0,0
b10902021,baseline1,3,0,3099.052734375,2894.25,5
b10902021,baseline2,2,0,4453.75,5545.5,3.0
b10902021,baseline3,3,0,4516.5,3477.6279907226562,5
b10902021,baseline4,2,0,5072.5989189775555,4907.136237792423,3.0
b10902021,baseline5,2,0,4962.523847618583,5033.0469682407565,3.0
b10902021,baseline6,3,0,5104.242222222221,4888.114650205761,5
b10902021,baseline7,1,0,4093.0,5905.0,1.5
b10902021,strong1,2,0,6452.0,3547.0,0
b10902021,strong2,1,0,5002.5,4997,0
b10902021,strong3,3,0,4124.0,1875,2
b10902021,strong4,2,0,4972.635858499333,5009.0628156556295,0
b10902021,strong5,1,0,4204.97552,5788.13552,0
b10705044,baseline1,2,0,3232.1875,6764.5625,3.0
b10705044,baseline2,2,0,4273.125,5724.1875,3.0
b10705044,baseline3,3,0,3828.5,4171.25,5
b10705044,baseline4,2,0,4073.980867276571,5912.63569063344,3.0
b10705044,baseline5,3,0,4065,3935,5
b10705044,baseline6,0,0,4463.965267489711,5530.631934156378,0.0
b10705044,baseline7,3,0,6270,3730,5
b10705044,strong1,3,0,4865,5135,2
b10705044,strong2,1,0,5017.0,4983.0,0
b10705044,strong3,3,0,4185,3815,2
b10705044,strong4,2,0,4209.890666666666,5778.152944444444,0
b10705044,strong5,1,0,3302.904,6695.0,0
b10902071,baseline1,3,0,4855.375,3141.40625,5
b10902071,baseline2,3,0,4959.525,3033.384375,5
b10902071,baseline3,3,0,3422.0,4571.74609375,5
b10902071,baseline4,3,0,5553.0,2432.787330766522,5
b10902071,baseline5,3,0,4250.8,3743.8,5
b10902071,baseline6,3,0,4855.16049382716,5137.720493827161,5
b10902071,baseline7,1,0,2504.0,7496.0,1.5
b10902071,strong1,3,0,4963.7,3036.0,2
b10902071,strong2,2,0,5008.0,4990.15,0
b10902071,strong3,2,0,2315,7685,0
b10902071,strong4,3,0,3093.0,2886.9538722469133,2
b10902071,strong5,3,0,6376.0,3617.947173333333,2
b10902103,baseline1,3,0,4119.25,3879.125,5
b10902103,baseline2,3,0,4825,1174.375,5
b10902103,baseline3,3,0,3095,4901.490966796875,5
b10902103,baseline4,3,0,5832.0,161.66,5
b10902103,baseline5,2,0,3980.0,6014.548911775878,3.0
b10902103,baseline6,3,0,4983.0,5010.33333333333,5
b10902103,baseline7,2,0,4195,5805,3.0
b10902103,strong1,3,0,4520,1480,2
b10902103,strong2,3,0,6150.0,3849.0,2
b10902103,strong3,3,0,4140,1860,2
b10902103,strong4,3,0,4127.2,1855.0914122222225,2
b10902103,strong5,1,0,2359.7080800000003,7628.675893524498,0
b10902040,baseline1,3,0,3795.7154680817853,2196.629471742363,5
b10902040,baseline2,3,0,4724.275662220458,3269.182105144916,5
b10902040,baseline3,3,0,3080.797448923466,2908.603147333711,5
b10902040,baseline4,3,0,4351.349300344533,3633.882803248939,5
b10902040,baseline5,3,0,5029.446604137495,2946.694866303615,5
b10902040,baseline6,2,0,5831.6088871016445,4156.480792999993,3.0
b10902040,baseline7,0,0,4762.7128829103,5226.941152824614,0.0
b10902040,strong1,0,0,4758.285480535759,5226.301899187976,0
b10902040,strong2,2,0,5690.129223656683,4283.581961476832,0
b10902040,strong3,3,0,4341.446899509334,5655.427342950481,2
b10902040,strong4,3,0,3906.30633293815,2079.170199476706,2
b10902040,strong5,0,0,4684.395789079082,5298.479932642905,0
b10902009,baseline1,3,0,3035,2962.26171875,5
b10902009,baseline2,3,0,3250.0,4749.75,5
b10902009,baseline3,3,0,3065,2930.3450927734375,5
b10902009,baseline4,3,0,5558.8445452103715,4425.682428933425,5
b10902009,baseline5,1,0,4506.188843851083,5487.72651733433,1.5
b10902009,baseline6,3,0,3300.088888888889,2697.9555555555557,5
b10902009,baseline7,2,0,5107,4893,3.0
b10902009,strong1,2,0,3704,6296,0
b10902009,strong2,3,0,5252.0,4747.3,2
b10902009,strong3,3,0,3185,2815,2
b10902009,strong4,3,0,4454.978706,3526.6504560000003,2
b10902009,strong5,3,0,5999.346213333333,3999.0,2
b11705048,baseline1,3,0,5455,543.3125,5
b11705048,baseline2,3,0,6000,0,5
b11705048,baseline3,2,0,6785,3210.3037109375,3.0
b11705048,baseline4,3,0,5535.0,4455.6705160615065,5
b11705048,baseline5,2,0,6569.0,3429.172507965409,3.0
b11705048,baseline6,3,0,5746.0,2251.0,5
b11705048,baseline7,0,0,4732,5268,0.0
b11705048,strong1,1,1,4955,5045,0
b11705048,strong2,0,0,3001.0,6999.0,0
b11705048,strong3,3,0,4095,3905,2
b11705048,strong4,1,0,4891.0,5096.205830528888,0
